"","Item","Part","Quest","Gender","Edu","Time","Score","ITEM_ID","SENT_ID","SENTENCE","CONDITION","TARGET_WORD","SENT_COND"
"121","SR1a_29",5,"SR1a","male","Maîtrise",672,7,29,113,"L'idée de l'ingénieur logiciel a été mise en œuvre dans le nouveau produit. L'idée s'est avérée très populaire. L'ingénieur a obtenu une promotion dans l'entreprise.","PLAUS_NOCONN","promotion","SC1"
"122","SR1a_29",4,"SR1a","male","Baccalauréat",471,7,29,113,"L'idée de l'ingénieur logiciel a été mise en œuvre dans le nouveau produit. L'idée s'est avérée très populaire. L'ingénieur a obtenu une promotion dans l'entreprise.","PLAUS_NOCONN","promotion","SC1"
"123","SR1a_29",2,"SR1a","female","Diplôme_trois",1213,7,29,113,"L'idée de l'ingénieur logiciel a été mise en œuvre dans le nouveau produit. L'idée s'est avérée très populaire. L'ingénieur a obtenu une promotion dans l'entreprise.","PLAUS_NOCONN","promotion","SC1"
"124","SR1a_29",3,"SR1a","male","Doctorat",730,7,29,113,"L'idée de l'ingénieur logiciel a été mise en œuvre dans le nouveau produit. L'idée s'est avérée très populaire. L'ingénieur a obtenu une promotion dans l'entreprise.","PLAUS_NOCONN","promotion","SC1"
"125","SR1a_29",1,"SR1a","male","Baccalauréat",1260,7,29,113,"L'idée de l'ingénieur logiciel a été mise en œuvre dans le nouveau produit. L'idée s'est avérée très populaire. L'ingénieur a obtenu une promotion dans l'entreprise.","PLAUS_NOCONN","promotion","SC1"
"126","SR1a_30",4,"SR1a","male","Baccalauréat",471,2,30,118,"C'était le jour du match de football. Thomas n'a bu que de l'eau cette nuit-là. Il s'est réveillé avec une gueule de bois le lendemain matin.","IMPLAUS_NOCONN","gueule","SC2"
"127","SR1a_30",3,"SR1a","male","Doctorat",730,1,30,118,"C'était le jour du match de football. Thomas n'a bu que de l'eau cette nuit-là. Il s'est réveillé avec une gueule de bois le lendemain matin.","IMPLAUS_NOCONN","gueule","SC2"
"128","SR1a_30",2,"SR1a","female","Diplôme_trois",1213,1,30,118,"C'était le jour du match de football. Thomas n'a bu que de l'eau cette nuit-là. Il s'est réveillé avec une gueule de bois le lendemain matin.","IMPLAUS_NOCONN","gueule","SC2"
"129","SR1a_30",1,"SR1a","male","Baccalauréat",1260,1,30,118,"C'était le jour du match de football. Thomas n'a bu que de l'eau cette nuit-là. Il s'est réveillé avec une gueule de bois le lendemain matin.","IMPLAUS_NOCONN","gueule","SC2"
"130","SR1a_30",5,"SR1a","male","Maîtrise",672,1,30,118,"C'était le jour du match de football. Thomas n'a bu que de l'eau cette nuit-là. Il s'est réveillé avec une gueule de bois le lendemain matin.","IMPLAUS_NOCONN","gueule","SC2"
"131","SR1a_31",4,"SR1a","male","Baccalauréat",471,5,31,123,"Le gouverneur avait été assassiné. La scène de crime était couverte des empreintes de sa femme. Cependant, la femme a été arrêtée immédiatement.","IMPLAUS_CONN","arrêtée","SC3"
"132","SR1a_31",1,"SR1a","male","Baccalauréat",1260,5,31,123,"Le gouverneur avait été assassiné. La scène de crime était couverte des empreintes de sa femme. Cependant, la femme a été arrêtée immédiatement.","IMPLAUS_CONN","arrêtée","SC3"
"133","SR1a_31",5,"SR1a","male","Maîtrise",672,3,31,123,"Le gouverneur avait été assassiné. La scène de crime était couverte des empreintes de sa femme. Cependant, la femme a été arrêtée immédiatement.","IMPLAUS_CONN","arrêtée","SC3"
"134","SR1a_31",2,"SR1a","female","Diplôme_trois",1213,2,31,123,"Le gouverneur avait été assassiné. La scène de crime était couverte des empreintes de sa femme. Cependant, la femme a été arrêtée immédiatement.","IMPLAUS_CONN","arrêtée","SC3"
"135","SR1a_31",3,"SR1a","male","Doctorat",730,3,31,123,"Le gouverneur avait été assassiné. La scène de crime était couverte des empreintes de sa femme. Cependant, la femme a été arrêtée immédiatement.","IMPLAUS_CONN","arrêtée","SC3"
"136","SR1a_32",1,"SR1a","male","Baccalauréat",1260,2,32,128,"Le taxi avait emmené le passager à l'aéroport. Le passager a laissé un généreux pourboire. Cependant, le chauffeur de taxi était furieux contre lui.","PLAUS_CONN","furieux","SC4"
"137","SR1a_32",5,"SR1a","male","Maîtrise",672,1,32,128,"Le taxi avait emmené le passager à l'aéroport. Le passager a laissé un généreux pourboire. Cependant, le chauffeur de taxi était furieux contre lui.","PLAUS_CONN","furieux","SC4"
"138","SR1a_32",3,"SR1a","male","Doctorat",730,5,32,128,"Le taxi avait emmené le passager à l'aéroport. Le passager a laissé un généreux pourboire. Cependant, le chauffeur de taxi était furieux contre lui.","PLAUS_CONN","furieux","SC4"
"139","SR1a_32",4,"SR1a","male","Baccalauréat",471,3,32,128,"Le taxi avait emmené le passager à l'aéroport. Le passager a laissé un généreux pourboire. Cependant, le chauffeur de taxi était furieux contre lui.","PLAUS_CONN","furieux","SC4"
"140","SR1a_32",2,"SR1a","female","Diplôme_trois",1213,5,32,128,"Le taxi avait emmené le passager à l'aéroport. Le passager a laissé un généreux pourboire. Cependant, le chauffeur de taxi était furieux contre lui.","PLAUS_CONN","furieux","SC4"
"141","SR1a_33",5,"SR1a","male","Maîtrise",672,7,33,129,"Il y avait un match de boxe dans l'arène. Le poing d'un boxeur atteint le visage de son adversaire. Ensuite, l'adversaire est tombé au sol.","PLAUS_NOCONN","tombé","SC1"
"142","SR1a_33",2,"SR1a","female","Diplôme_trois",1213,7,33,129,"Il y avait un match de boxe dans l'arène. Le poing d'un boxeur atteint le visage de son adversaire. Ensuite, l'adversaire est tombé au sol.","PLAUS_NOCONN","tombé","SC1"
"143","SR1a_33",4,"SR1a","male","Baccalauréat",471,7,33,129,"Il y avait un match de boxe dans l'arène. Le poing d'un boxeur atteint le visage de son adversaire. Ensuite, l'adversaire est tombé au sol.","PLAUS_NOCONN","tombé","SC1"
"144","SR1a_33",3,"SR1a","male","Doctorat",730,6,33,129,"Il y avait un match de boxe dans l'arène. Le poing d'un boxeur atteint le visage de son adversaire. Ensuite, l'adversaire est tombé au sol.","PLAUS_NOCONN","tombé","SC1"
"145","SR1a_33",1,"SR1a","male","Baccalauréat",1260,6,33,129,"Il y avait un match de boxe dans l'arène. Le poing d'un boxeur atteint le visage de son adversaire. Ensuite, l'adversaire est tombé au sol.","PLAUS_NOCONN","tombé","SC1"
"146","SR1a_34",4,"SR1a","male","Baccalauréat",471,4,34,134,"Luigi avait passé une semaine entière avec ses amis. Ils étaient allés à une fête tous les soirs. Il était vraiment seul cette semaine-là.","IMPLAUS_NOCONN","seul","SC2"
"147","SR1a_34",1,"SR1a","male","Baccalauréat",1260,1,34,134,"Luigi avait passé une semaine entière avec ses amis. Ils étaient allés à une fête tous les soirs. Il était vraiment seul cette semaine-là.","IMPLAUS_NOCONN","seul","SC2"
"148","SR1a_34",5,"SR1a","male","Maîtrise",672,1,34,134,"Luigi avait passé une semaine entière avec ses amis. Ils étaient allés à une fête tous les soirs. Il était vraiment seul cette semaine-là.","IMPLAUS_NOCONN","seul","SC2"
"149","SR1a_34",3,"SR1a","male","Doctorat",730,1,34,134,"Luigi avait passé une semaine entière avec ses amis. Ils étaient allés à une fête tous les soirs. Il était vraiment seul cette semaine-là.","IMPLAUS_NOCONN","seul","SC2"
"150","SR1a_34",2,"SR1a","female","Diplôme_trois",1213,1,34,134,"Luigi avait passé une semaine entière avec ses amis. Ils étaient allés à une fête tous les soirs. Il était vraiment seul cette semaine-là.","IMPLAUS_NOCONN","seul","SC2"
"151","SR1a_35",4,"SR1a","male","Baccalauréat",471,5,35,139,"Linda ne trouvait pas sa carte de crédit. Elle craignait qu'il ait été volé. Cependant, elle avait décidé de le supprimer immédiatement.","IMPLAUS_CONN","annuler","SC3"
"152","SR1a_35",3,"SR1a","male","Doctorat",730,3,35,139,"Linda ne trouvait pas sa carte de crédit. Elle craignait qu'il ait été volé. Cependant, elle avait décidé de le supprimer immédiatement.","IMPLAUS_CONN","annuler","SC3"
"153","SR1a_35",1,"SR1a","male","Baccalauréat",1260,1,35,139,"Linda ne trouvait pas sa carte de crédit. Elle craignait qu'il ait été volé. Cependant, elle avait décidé de le supprimer immédiatement.","IMPLAUS_CONN","annuler","SC3"
"154","SR1a_35",2,"SR1a","female","Diplôme_trois",1213,2,35,139,"Linda ne trouvait pas sa carte de crédit. Elle craignait qu'il ait été volé. Cependant, elle avait décidé de le supprimer immédiatement.","IMPLAUS_CONN","annuler","SC3"
"155","SR1a_35",5,"SR1a","male","Maîtrise",672,3,35,139,"Linda ne trouvait pas sa carte de crédit. Elle craignait qu'il ait été volé. Cependant, elle avait décidé de le supprimer immédiatement.","IMPLAUS_CONN","annuler","SC3"
"156","SR1a_36",4,"SR1a","male","Baccalauréat",471,3,36,144,"Susanna partait pour des vacances aux Bahamas plus tard dans la semaine. Les prévisions météorologiques étaient parfaites. Cependant, le voyage a été annulé peu de temps après. ","PLAUS_CONN","annulé","SC4"
"157","SR1a_36",1,"SR1a","male","Baccalauréat",1260,5,36,144,"Susanna partait pour des vacances aux Bahamas plus tard dans la semaine. Les prévisions météorologiques étaient parfaites. Cependant, le voyage a été annulé peu de temps après. ","PLAUS_CONN","annulé","SC4"
"158","SR1a_36",3,"SR1a","male","Doctorat",730,6,36,144,"Susanna partait pour des vacances aux Bahamas plus tard dans la semaine. Les prévisions météorologiques étaient parfaites. Cependant, le voyage a été annulé peu de temps après. ","PLAUS_CONN","annulé","SC4"
"159","SR1a_36",5,"SR1a","male","Maîtrise",672,2,36,144,"Susanna partait pour des vacances aux Bahamas plus tard dans la semaine. Les prévisions météorologiques étaient parfaites. Cependant, le voyage a été annulé peu de temps après. ","PLAUS_CONN","annulé","SC4"
"160","SR1a_36",2,"SR1a","female","Diplôme_trois",1213,5,36,144,"Susanna partait pour des vacances aux Bahamas plus tard dans la semaine. Les prévisions météorologiques étaient parfaites. Cependant, le voyage a été annulé peu de temps après. ","PLAUS_CONN","annulé","SC4"
"161","SR1a_37",1,"SR1a","male","Baccalauréat",1260,7,37,145,"Pendant la tempête, l'électricité avait été coupée en ville. Les lumières du restaurant s'étaient éteintes. Les serveurs ont apporté des bougies aux tables.","PLAUS_NOCONN","bougies","SC1"
"162","SR1a_37",5,"SR1a","male","Maîtrise",672,7,37,145,"Pendant la tempête, l'électricité avait été coupée en ville. Les lumières du restaurant s'étaient éteintes. Les serveurs ont apporté des bougies aux tables.","PLAUS_NOCONN","bougies","SC1"
"163","SR1a_37",3,"SR1a","male","Doctorat",730,7,37,145,"Pendant la tempête, l'électricité avait été coupée en ville. Les lumières du restaurant s'étaient éteintes. Les serveurs ont apporté des bougies aux tables.","PLAUS_NOCONN","bougies","SC1"
"164","SR1a_37",4,"SR1a","male","Baccalauréat",471,6,37,145,"Pendant la tempête, l'électricité avait été coupée en ville. Les lumières du restaurant s'étaient éteintes. Les serveurs ont apporté des bougies aux tables.","PLAUS_NOCONN","bougies","SC1"
"165","SR1a_37",2,"SR1a","female","Diplôme_trois",1213,7,37,145,"Pendant la tempête, l'électricité avait été coupée en ville. Les lumières du restaurant s'étaient éteintes. Les serveurs ont apporté des bougies aux tables.","PLAUS_NOCONN","bougies","SC1"
"166","SR1a_38",2,"SR1a","female","Diplôme_trois",1213,1,38,150,"Alexander voulait désespérément aller à Harvard. Il avait appris par courrier qu'il n'avait pas été accepté. Il a immédiatement commencé à fêter avec ses amis. ","IMPLAUS_NOCONN","fêter","SC2"
"167","SR1a_38",1,"SR1a","male","Baccalauréat",1260,1,38,150,"Alexander voulait désespérément aller à Harvard. Il avait appris par courrier qu'il n'avait pas été accepté. Il a immédiatement commencé à fêter avec ses amis. ","IMPLAUS_NOCONN","fêter","SC2"
"168","SR1a_38",5,"SR1a","male","Maîtrise",672,1,38,150,"Alexander voulait désespérément aller à Harvard. Il avait appris par courrier qu'il n'avait pas été accepté. Il a immédiatement commencé à fêter avec ses amis. ","IMPLAUS_NOCONN","fêter","SC2"
"169","SR1a_38",4,"SR1a","male","Baccalauréat",471,3,38,150,"Alexander voulait désespérément aller à Harvard. Il avait appris par courrier qu'il n'avait pas été accepté. Il a immédiatement commencé à fêter avec ses amis. ","IMPLAUS_NOCONN","fêter","SC2"
"170","SR1a_38",3,"SR1a","male","Doctorat",730,1,38,150,"Alexander voulait désespérément aller à Harvard. Il avait appris par courrier qu'il n'avait pas été accepté. Il a immédiatement commencé à fêter avec ses amis. ","IMPLAUS_NOCONN","fêter","SC2"
"171","SR1a_39",2,"SR1a","female","Diplôme_trois",1213,2,39,155,"La femme a dû monter vingt étages. Elle n'était pas en forme et était en surpoids. Cependant, elle s'est immédiatement sentie fatiguée après cet effort.","IMPLAUS_CONN","fatiguée","SC3"
"172","SR1a_39",1,"SR1a","male","Baccalauréat",1260,5,39,155,"La femme a dû monter vingt étages. Elle n'était pas en forme et était en surpoids. Cependant, elle s'est immédiatement sentie fatiguée après cet effort.","IMPLAUS_CONN","fatiguée","SC3"
"173","SR1a_39",4,"SR1a","male","Baccalauréat",471,7,39,155,"La femme a dû monter vingt étages. Elle n'était pas en forme et était en surpoids. Cependant, elle s'est immédiatement sentie fatiguée après cet effort.","IMPLAUS_CONN","fatiguée","SC3"
"174","SR1a_39",3,"SR1a","male","Doctorat",730,3,39,155,"La femme a dû monter vingt étages. Elle n'était pas en forme et était en surpoids. Cependant, elle s'est immédiatement sentie fatiguée après cet effort.","IMPLAUS_CONN","fatiguée","SC3"
"175","SR1a_39",5,"SR1a","male","Maîtrise",672,4,39,155,"La femme a dû monter vingt étages. Elle n'était pas en forme et était en surpoids. Cependant, elle s'est immédiatement sentie fatiguée après cet effort.","IMPLAUS_CONN","fatiguée","SC3"
"176","SR1a_40",1,"SR1a","male","Baccalauréat",1260,4,40,160,"Sara a passé un examen d'histoire aujourd'hui. Elle connaissait la réponse à chaque question. Cependant, elle s'est sentie paniquée pendant l'examen. ","PLAUS_CONN","paniquée","SC4"
"177","SR1a_40",2,"SR1a","female","Diplôme_trois",1213,6,40,160,"Sara a passé un examen d'histoire aujourd'hui. Elle connaissait la réponse à chaque question. Cependant, elle s'est sentie paniquée pendant l'examen. ","PLAUS_CONN","paniquée","SC4"
"178","SR1a_40",5,"SR1a","male","Maîtrise",672,3,40,160,"Sara a passé un examen d'histoire aujourd'hui. Elle connaissait la réponse à chaque question. Cependant, elle s'est sentie paniquée pendant l'examen. ","PLAUS_CONN","paniquée","SC4"
"179","SR1a_40",4,"SR1a","male","Baccalauréat",471,7,40,160,"Sara a passé un examen d'histoire aujourd'hui. Elle connaissait la réponse à chaque question. Cependant, elle s'est sentie paniquée pendant l'examen. ","PLAUS_CONN","paniquée","SC4"
"180","SR1a_40",3,"SR1a","male","Doctorat",730,6,40,160,"Sara a passé un examen d'histoire aujourd'hui. Elle connaissait la réponse à chaque question. Cependant, elle s'est sentie paniquée pendant l'examen. ","PLAUS_CONN","paniquée","SC4"
"181","SR1a_41",2,"SR1a","female","Diplôme_trois",1213,6,41,161,"Tamara prenait des leçons de conduite. Elle avait récemment eu un accident. Elle était très nerveuse sur la route.","PLAUS_NOCONN","nerveuse","SC1"
"182","SR1a_41",4,"SR1a","male","Baccalauréat",471,7,41,161,"Tamara prenait des leçons de conduite. Elle avait récemment eu un accident. Elle était très nerveuse sur la route.","PLAUS_NOCONN","nerveuse","SC1"
"183","SR1a_41",3,"SR1a","male","Doctorat",730,7,41,161,"Tamara prenait des leçons de conduite. Elle avait récemment eu un accident. Elle était très nerveuse sur la route.","PLAUS_NOCONN","nerveuse","SC1"
"184","SR1a_41",5,"SR1a","male","Maîtrise",672,6,41,161,"Tamara prenait des leçons de conduite. Elle avait récemment eu un accident. Elle était très nerveuse sur la route.","PLAUS_NOCONN","nerveuse","SC1"
"185","SR1a_41",1,"SR1a","male","Baccalauréat",1260,6,41,161,"Tamara prenait des leçons de conduite. Elle avait récemment eu un accident. Elle était très nerveuse sur la route.","PLAUS_NOCONN","nerveuse","SC1"
"186","SR1a_42",4,"SR1a","male","Baccalauréat",471,4,42,166,"Le syndicat était engagé dans des négociations contractuelles. Les négociations ont abouti et les employés ont été satisfaits. Le lendemain, ils ont décidé de faire du piquetage pour défendre leurs droits.","IMPLAUS_NOCONN","piquetage","SC2"
"187","SR1a_42",3,"SR1a","male","Doctorat",730,3,42,166,"Le syndicat était engagé dans des négociations contractuelles. Les négociations ont abouti et les employés ont été satisfaits. Le lendemain, ils ont décidé de faire du piquetage pour défendre leurs droits.","IMPLAUS_NOCONN","piquetage","SC2"
"188","SR1a_42",1,"SR1a","male","Baccalauréat",1260,2,42,166,"Le syndicat était engagé dans des négociations contractuelles. Les négociations ont abouti et les employés ont été satisfaits. Le lendemain, ils ont décidé de faire du piquetage pour défendre leurs droits.","IMPLAUS_NOCONN","piquetage","SC2"
